institution,institution_type,vintage,vintage_approx,target_year,kind,indicator,value,low,high,unit,source_url,note
NESDC,official,2026-08-17,false,2026,forecast,exports_goods_volume,12.1,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC press release 17 Aug 2026; GDP/CPI/deflator published as ranges
NESDC,official,2026-08-17,false,2026,forecast,imports_goods_volume,18.0,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC press release 17 Aug 2026; GDP/CPI/deflator published as ranges
NESDC,official,2026-08-17,false,2026,forecast,trade_balance_usdbn,-3.7,,,USD bn,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC press release 17 Aug 2026; GDP/CPI/deflator published as ranges
NESDC,official,2026-08-17,false,2026,forecast,current_account_usdbn,-7.4,,,USD bn,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC press release 17 Aug 2026; GDP/CPI/deflator published as ranges
NESDC,official,2026-08-17,false,2026,forecast,current_account_gdp,-1.2,,,% of GDP,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC press release 17 Aug 2026; GDP/CPI/deflator published as ranges
NESDC,official,2026-08-17,false,2026,forecast,headline_inflation,1.7,1.5,2.0,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC press release 17 Aug 2026; GDP/CPI/deflator published as ranges
NESDC,official,2026-08-17,false,2026,forecast,gdp_deflator,1.75,1.5,2.0,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC publishes a range for the GDP deflator but no central value — `value` is the computed midpoint of low/high
NESDC,official,2026-08-17,false,2026,forecast,tourist_arrivals,32.0,,,million persons,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC press release 17 Aug 2026; GDP/CPI/deflator published as ranges
NESDC,official,2026-08-17,false,2026,forecast,tourism_receipts,1.65,,,trillion baht,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC press release 17 Aug 2026; GDP/CPI/deflator published as ranges
NESDC,official,2026-05-18,false,2026,forecast,gdp_growth,2.0,1.5,2.5,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,private_consumption,2.4,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,public_consumption,1.2,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,gfcf,3.5,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,private_investment,3.7,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,public_investment,3.1,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,exports_volume,6.2,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,imports_volume,7.7,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,exports_value,9.6,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,imports_value,14.2,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,exports_goods_volume,7.3,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,imports_goods_volume,8.4,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,trade_balance_usdbn,11.2,,,USD bn,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,current_account_usdbn,6.2,,,USD bn,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,current_account_gdp,1.0,,,% of GDP,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,headline_inflation,2.5,2.0,3.0,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,gdp_deflator,2.8,2.3,3.3,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,NESDC publishes a range for the GDP deflator but no central value — `value` is the computed midpoint of low/high
NESDC,official,2026-05-18,false,2026,forecast,tourist_arrivals,32.0,,,million persons,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-05-18,false,2026,forecast,tourism_receipts,1.49,,,trillion baht,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,"Previous NESDC round (18 May 2026), as restated in the 17 Aug 2026 table"
NESDC,official,2026-08-17,false,2025,actual,gdp_growth,2.4,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,private_consumption,2.7,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,public_consumption,0.6,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,gfcf,4.9,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,private_investment,3.5,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,public_investment,8.9,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,exports_volume,9.3,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,imports_volume,6.8,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,exports_value,12.8,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,imports_value,12.5,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,exports_goods_volume,12.0,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,imports_goods_volume,9.4,,,%,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,trade_balance_usdbn,24.8,,,USD bn,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,current_account_usdbn,17.4,,,USD bn,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
NESDC,official,2026-08-17,false,2025,actual,current_account_gdp,3.0,,,% of GDP,https://www.nesdc.go.th/wordpress/wp-content/uploads/2026/08/01-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%A1-170869_11.39.pdf,2025 outturn as published by NESDC
